Name,Train Accuracy,Train F1 Negative,Train F1 Positive,Train MCC Score,Train MCC Std,Validation Accuracy,Validation F1 Negative,Validation F1 Positive,Validation MCC Score,Validation MCC Std,Test Accuracy,Test F1 Negative,Test F1 Positive,Test MCC Score,Test MCC Std,Ratio
svcrbf,100.0,100.0,100.0,100.0,0.0,91.87697874265038,94.79470581743115,81.19623655913978,77.62028884533383,9.916852825304867,97.61904761904762,98.43257874015748,95.04878048780488,93.62534163561482,2.282322963070921,3
svclin,100.0,100.0,100.0,100.0,0.0,91.87697874265038,94.58737671985595,83.57891521431074,78.49249501658817,8.422604447457292,92.14285714285714,94.44649891874676,86.54138414776712,82.69824598984111,4.456003189518883,3
logistic,100.0,100.0,100.0,100.0,0.0,91.88602442333786,94.58191081244047,83.65128141670792,78.64682356303416,10.509412396068255,91.42857142857142,93.94236668734179,85.31797989244798,81.0399238090467,3.4620282789907093,3
random,99.9245283018868,99.94962216624685,99.84962406015038,99.80024750464072,0.44666015829856165,91.27544097693351,94.4098664285149,79.78215333054041,76.05437922949777,9.300862754981136,95.71428571428571,97.15508213362864,91.3042848624244,88.6041651178259,4.830438987048945,3
knn,100.0,100.0,100.0,100.0,0.0,90.3663500678426,93.59204316435128,79.98222365869425,74.43004961178784,12.516329884729663,94.76190476190476,96.41674704145161,90.24666933579869,87.0289209138779,5.526738977104786,3
svcrbf,100.0,100.0,100.0,100.0,0.0,93.50545037292025,96.06169873005797,81.36858617837484,78.97173759936472,11.294743126889662,91.73076923076924,95.05505958890083,74.70068330362449,72.9825976048606,2.9115010111633435,4
svclin,100.0,100.0,100.0,100.0,0.0,91.5806081468732,94.76941998944693,78.33772805309806,73.42856788051583,10.831633729779984,90.1923076923077,93.74214738807306,77.23049233531849,71.40150865501393,3.092555802209583,4
logistic,100.0,100.0,100.0,100.0,0.0,92.30636833046472,95.18737886842887,80.78635090399796,76.14775718940442,7.743728413246109,91.34615384615384,94.50350107005997,79.632888176872,74.37963946597515,2.776393248595088,4
random,99.87969897608451,99.924670433145,99.70147591200222,99.62788247815381,0.5095578405742746,92.30349971313828,95.33633949711064,77.89348541295149,74.51330836931399,14.231192220053527,88.26923076923076,93.05836084819136,62.14565004887586,59.92483385939327,3.3361123730103346,4
knn,100.0,100.0,100.0,100.0,0.0,92.55020080321285,95.33807270835366,81.29704944178629,77.02331342698861,4.478365677279837,87.88461538461539,92.56181313055254,67.28426757951789,60.38562820391089,5.096382820174786,4
svcrbf,100.0,100.0,100.0,100.0,0.0,94.99595959595959,97.07557024033852,82.57733664185277,81.07045195224566,11.140490048024862,94.71999999999998,96.88435668401522,82.66261808367071,80.31009394167225,1.7031848909110998,5
svclin,100.0,100.0,100.0,100.0,0.0,94.9919191919192,97.01171090099932,84.30016915311032,82.17784126326856,9.923041897012624,93.12,95.85845820420151,79.5470988959361,75.80986147762505,4.198308999590274,5
logistic,100.0,100.0,100.0,100.0,0.0,93.9919191919192,96.39561780106132,81.73103212576896,78.8079977464867,8.593717052553963,93.28,95.94882843242922,80.20830087904751,76.38968500823154,4.132384743646581,5
random,99.64937343358397,99.78929100786318,98.95619567184286,98.75259465409798,0.7920227416652807,94.5939393939394,96.84990804563608,80.87201591511936,79.32309439282929,10.580655511165089,94.39999999999999,96.74418604651163,80.0,79.0331971151759,0.0,5
knn,100.0,100.0,100.0,100.0,0.0,92.18989898989898,95.29727398666572,76.93701723113489,72.36139714229644,9.377064819635768,94.4,96.62378885595433,83.57102587335146,80.28504329431792,2.7381884931244675,5
svcrbf,99.95708154506437,99.9749687108886,99.84962406015038,99.82535689765515,0.39051384864451394,93.98762157382848,96.55136830243266,76.19774968162065,74.72496495895491,4.8298415442170715,96.57534246575342,98.02617819715105,87.06382901119744,85.60647673135199,2.052371156442921,6
svclin,99.91416309012875,99.9498746867168,99.70149253731344,99.6543663761277,0.772860278288069,91.92012967875037,95.23887121596533,73.01288185498713,69.07497615920936,4.2841077649986525,93.6986301369863,96.25381654055488,80.1113172541744,76.9188122882897,4.515252319144991,6
logistic,100.0,100.0,100.0,100.0,0.0,92.95608605953433,95.84708730694527,76.48898595042166,73.39196173670997,2.428641694935066,93.69863013698631,96.2405664904336,80.48798185941044,77.42881817068988,4.312576444676327,6
random,99.8281415847524,99.89962335172137,99.40296844931565,99.3071027166445,0.7236288760909257,93.2979664014147,96.19342797373736,71.7928367928368,70.56535280843518,2.298188657619563,96.84931506849315,98.183612130623,88.1025641025641,86.76180205719008,2.6880221789754946,6
knn,100.0,100.0,100.0,100.0,0.0,93.81226053639847,96.40092323090549,77.74059782888307,74.78412609503687,4.490277474126876,96.43835616438356,97.92883067457896,87.27236499556409,85.38898766494556,6.034015198567928,6
svcrbf,99.92481203007519,99.9569891975826,99.70147591200222,99.65991359076665,0.46569819401069507,95.48872180451129,97.4759453373097,78.64944792364147,77.81490080129501,6.789769437123561,97.72455089820357,98.71001960106075,90.35897435897436,89.33702638328577,2.430047530036307,7
svclin,99.88721804511279,99.93550692046124,99.55109997215261,99.48878882681171,0.4666907068253442,93.6842105263158,96.37376837867896,75.43593833067517,72.12460710785862,5.919814211383217,95.68862275449102,97.52479924421353,83.2900432900433,80.8860969125484,3.245532373167613,7
logistic,100.0,100.0,100.0,100.0,0.0,93.8345864661654,96.44843581708555,76.55337155337156,73.31277512203685,3.9820787080546736,95.92814371257485,97.65183152368454,84.68686868686869,82.5126238935958,2.1500925236655584,7
random,99.66165413533835,99.80670550607645,98.64430411170397,98.4517331565607,0.9408819056962848,94.4360902255639,96.90627613386411,72.17207153247197,71.96849119428211,9.476849446133627,97.72455089820359,98.71185817432789,90.25371120107962,89.33286915846108,2.4312421306101655,7
knn,100.0,100.0,100.0,100.0,0.0,93.98496240601503,96.58642011583188,74.42857142857143,71.76907909806451,3.095106067648021,95.92814371257484,97.66357245189246,84.12458295607078,81.9127967144404,4.9362012200535474,7
svcrbf,99.96661101836393,99.98118532455315,99.85185185185185,99.83372946306307,0.37179222324636324,96.52438478747204,98.06482441551542,82.73186550605905,82.09715541609941,4.505146946862308,94.46808510638297,96.98077983179405,67.0051319648094,68.89124644531817,3.0457198548962765,8
svclin,99.8328317541499,99.90589119023197,99.25259250946604,99.16338528921294,0.5893704878867436,95.32259507829977,97.34892283146874,79.98825830468832,77.8429861718132,7.552283453458569,95.21276595744682,97.33918880583985,76.1527519422256,74.11664907950295,3.798409603187634,8
logistic,100.0,100.0,100.0,100.0,0.0,94.11812080536913,96.65243804815813,75.6613030142442,72.84516396688096,3.7919344749618666,95.85106382978724,97.69000740580046,79.63726884779516,77.88152766324932,4.024772947064796,8
random,99.69921999318821,99.8307738525474,98.64881032673648,98.48447575893252,0.7099717304153402,96.52438478747206,98.07118599487882,82.36944154185532,81.61187700238175,1.7373036313895351,94.25531914893618,96.86045430739102,66.23655913978496,67.4548153453347,3.000680977573441,8
knn,100.0,100.0,100.0,100.0,0.0,95.31812080536913,97.35922806021749,79.2358645881566,76.9227045142382,7.389538870037008,93.72340425531915,96.52258122983349,67.75546444277094,65.36283419088024,4.2223483978190535,8
svcrbf,100.0,100.0,100.0,100.0,0.0,96.96452328159646,98.32902130792789,83.39307048984469,82.37799687212996,5.228903065685314,94.87922705314008,97.17900031980737,72.27413648466279,69.93258168173448,3.1430903564756942,
svclin,99.87864992872582,99.93246091785527,99.40295182400446,99.3381547003483,0.37002347840291105,95.26533628972653,97.34530177012017,77.91503267973856,75.75599428127212,4.510152414934297,92.3671497584541,95.73684456584566,63.557837511325886,59.360164679582866,2.732125373837146,
logistic,100.0,100.0,100.0,100.0,0.0,95.38728750923873,97.4165004472526,78.37445013915601,76.21460178762372,4.1048682780959815,92.56038647342996,95.83122288881707,65.44134979726486,61.44044084924078,3.2087424081987646,
random,99.66629879983446,99.8142318570751,98.36126406852492,98.1840903497044,0.9032118350513958,96.23872875092387,97.93922915411677,78.42973085909682,77.60291902059272,7.470603885019161,94.8792270531401,97.2205961165849,67.50000000000001,68.39022931810912,1.9298035075331559,
knn,100.0,100.0,100.0,100.0,0.0,95.26829268292684,97.37280599696707,76.16934046345811,73.66404595529772,4.17004426116597,94.39613526570048,96.93449662844469,67.31045709373882,65.82426328458254,3.890601044783984,
