Name,Train Accuracy,Train F1 Negative,Train F1 Positive,Train MCC Score,Train MCC Std,Validation Accuracy,Validation F1 Negative,Validation F1 Positive,Validation MCC Score,Validation MCC Std,Test Accuracy,Test F1 Negative,Test F1 Positive,Test MCC Score,Test MCC Std
svcrbf,46.298937784521996,59.1604896720248,20.09273866144202,6.891606159031674,2.9668710064799058,44.4109386548411,57.54049129628654,17.969559557643777,1.706261168344599,7.706964633502252,42.51207729468599,55.131920879175006,19.03638753877444,4.046306143134412,2.904038504534187
svclin,22.664229548903297,26.385036279805757,18.48859536438527,2.0750463790808302,1.3506591128139855,21.9660014781966,25.02147618604659,18.469161201429607,2.553115155428872,6.733059701011869,23.67149758454106,26.9450511042272,20.040362214547642,8.551841300813031,0.8901799536524118
logistic,45.63125948406677,59.21575623979386,18.415737532082787,2.8899833302223463,2.1810435709645857,45.50628233555063,59.01839419582776,18.554666534991178,3.1093488746477065,7.080705480674866,43.28502415458938,56.61367966620843,18.131668800682885,1.8959786231068745,0.29196169133462774
random,100.0,100.0,100.0,100.0,0.0,80.82852919438285,89.23673163164067,9.626480987613954,-0.9412707521069397,7.738360710197972,83.67149758454106,90.88702661363297,21.481089150970032,12.392594350448721,6.407157803809247
knn,90.1395134961144,94.76054695766607,16.248545095603923,20.172009822382073,4.24248670682074,87.98447893569843,93.59780996194867,1.7391304347826089,-2.752064686426242,3.9116343791093846,89.17874396135267,94.2504596507051,7.552380952380952,6.165995773760248,9.63983072908692
xgb,96.51124293005931,98.02037672550621,85.3050054654245,84.57352561041169,2.4919959168448966,79.00739098300076,87.97587780294671,14.333743193570246,2.983399060154289,8.86168962257417,79.80676328502416,88.44385890874443,19.87492431697283,9.078197368197197,5.311201297186282
