Name,Train Accuracy,Train F1 Negative,Train F1 Positive,Train MCC Score,Train MCC Std,Validation Accuracy,Validation F1 Negative,Validation F1 Positive,Validation MCC Score,Validation MCC Std,Test Accuracy,Test F1 Negative,Test F1 Positive,Test MCC Score,Test MCC Std,Ratio,Random
logistic,100.0,100.0,100.0,100.0,0.0,91.92749778956676,95.24004507137995,73.31617331617332,68.91456666133185,8.210853186039994,94.10958904109587,96.50632074692226,81.22931442080377,78.16229730905295,6.741598167516589,6.0,4
random,99.87106003968805,99.92490613266584,99.5442805487,99.47151915604005,0.4824571639388527,94.84526967285588,97.06540580093304,78.73677248677248,77.61098930716757,4.8474476464055485,96.84931506849315,98.1936081519222,87.68136557610242,86.78230630652163,1.6297591563879708,6.0,4
knn,100.0,100.0,100.0,100.0,0.0,94.3295019157088,96.71608835789549,79.17975841362939,76.29291110992986,6.0873306123594695,95.47945205479452,97.39123744990044,83.05905006418485,80.85988622111668,2.7056195373127454,6.0,4
svcrbf,99.8872180451128,99.93550692046124,99.5510999721526,99.48878882681171,0.4666907068253442,95.6390977443609,97.53732118026132,80.78477555896912,79.19186902280265,2.4096498202512167,96.1676646706587,97.85233841259522,82.21621621621621,81.58911330850171,1.700086371424209,7.0,4
svclin,99.81203007518798,99.89244991959842,99.25482030116753,99.15231121233822,0.598655002860066,94.58646616541353,96.89700327687804,78.69584592971691,75.84495113994701,4.911842915387161,94.0119760479042,96.59717868815164,75.04633064838455,71.84858120927632,4.198934395202295,7.0,4
logistic,100.0,100.0,100.0,100.0,0.0,93.98496240601504,96.5250936802661,77.30042016806723,74.29453768614482,4.89581280870691,94.01197604790418,96.59063146424543,75.37147987994332,72.1549798010427,4.689313755846837,7.0,4
random,99.84962406015038,99.91397804737876,99.40283465736636,99.3211049795135,0.7026264250892805,95.18796992481202,97.31157394522948,77.05820105820106,76.19125355217412,7.91447627513746,94.61077844311376,96.99213641134502,74.07989502107151,73.13838465191432,5.2644355206152165,7.0,4
knn,100.0,100.0,100.0,100.0,0.0,94.88721804511276,97.1007815521311,78.16505669066994,75.87454668478635,4.479119359288588,95.08982035928145,97.25118878839336,76.98648582239915,75.8553991570476,4.813757527371401,7.0,4
svcrbf,99.86633240462086,99.92470586567882,99.40513047324194,99.33397388865482,0.6907310152602857,95.99463087248324,97.77828149889478,79.67371153133111,78.31825252265602,10.899162531646551,96.59574468085108,98.10650162450878,83.15278841594632,81.8644402210947,1.5960658560834664,8.0,4
svclin,99.46544128731831,99.69811270434404,97.66782323215604,97.407661257757,1.3994991943460382,94.3874720357942,96.84086403253724,74.85294117647058,71.798206430785,8.15295308393991,94.25531914893618,96.75452719937768,74.98412698412699,71.82848898987268,2.262430693073184,8.0,4
logistic,100.0,100.0,100.0,100.0,0.0,93.98836689038032,96.60643865405106,73.63636363636364,70.42804990044462,10.024358081022347,94.7872340425532,97.03700045282612,78.30754851833527,75.63662668583206,3.6493473615578655,8.0,4
random,99.83288758856732,99.9061737529618,99.2366056335522,99.14930779618258,0.8500038746335886,95.19015659955258,97.35123542797773,73.81205001894658,73.34682666232342,7.199505761814262,95.42553191489364,97.47591861696267,75.60370454488103,74.81672024613695,3.702101649093442,8.0,4
knn,100.0,100.0,100.0,100.0,0.0,95.32080536912753,97.41355001327734,75.39921488308586,74.40336798623844,2.944304482281941,95.74468085106383,97.65049368957033,77.44684179978297,76.7571744954814,5.967511855180477,8.0,4
svcrbf,99.8179519014117,99.89867713407148,99.10444436131787,99.00858683104416,0.3669944330910077,95.99482631189947,97.79878720403904,77.5954459203036,76.34352650716795,13.32541854243659,97.39130434782608,98.5659364129797,85.56625451362292,84.99343237809764,3.2565017197555117,,4
svclin,99.5145537315492,99.7293582377534,97.64701111588188,97.4118331020345,0.6693439548093463,93.93126385809312,96.61548921972454,70.52581613871936,67.25996775369039,9.275295158934252,94.39613526570048,96.84334478768878,75.04106280193237,72.3548687030969,2.930898109234032,,4
logistic,99.9393019726859,99.9662447257384,99.69924812030077,99.66688201486288,0.4561405869256767,93.93126385809312,96.59751265718477,71.79915209326974,68.7248138616981,7.903629933213146,95.16908212560386,97.27246489905043,78.85572001233426,76.80040277902512,1.9023914183748167,,4
random,99.7268588770865,99.84832843036102,98.6280032109963,98.48422857039722,1.3891972645938455,95.99482631189947,97.81983692213272,75.08756530825497,74.85950757196125,15.71706898481297,96.61835748792272,98.14323607427056,81.08108108108108,80.14568798524004,0.0,,4
knn,100.0,100.0,100.0,100.0,0.0,95.3858093126386,97.4653701381071,73.79074074074074,72.42414501028256,11.79382911189639,94.68599033816425,97.04746277276266,73.43772789887366,70.52511544411405,1.5922177120203844,,4
svcrbf,100.0,100.0,100.0,100.0,0.0,87.93226381461675,89.18444760550024,86.330525981249,77.09633311926049,14.790129366748063,83.33333333333334,83.72093023255815,82.92682926829269,66.74238124719146,0.0,1.0,5
svclin,100.0,100.0,100.0,100.0,0.0,87.96791443850267,87.89475467606398,88.01591545709194,76.10595577584816,11.283969478904476,85.23809523809523,83.84466820923816,86.38651645643449,71.54352807006168,5.784729842045585,1.0,5
logistic,100.0,100.0,100.0,100.0,0.0,89.18003565062388,89.359243697479,88.96447875337819,78.38468771804627,15.076735148140315,89.04761904761904,88.30051677034989,89.69198557873987,78.78845987417621,5.324252427712577,1.0,5
random,100.0,100.0,100.0,100.0,0.0,87.96791443850266,88.29640947288007,87.58518363357072,76.24454174348853,13.123963521639256,93.33333333333334,93.1684088269454,93.48635860263768,86.87085976917294,4.17038530565129,1.0,5
knn,100.0,100.0,100.0,100.0,0.0,84.9554367201426,85.02591036414566,84.82922201138521,70.26338189138391,14.887846574789894,84.76190476190476,84.57337330848392,84.93639089214813,69.58654446195865,4.255089522089378,1.0,5
svcrbf,100.0,100.0,100.0,100.0,0.0,90.3591836734694,93.19966952703528,83.29572744645047,78.01599524720676,9.604852248897709,86.03174603174604,90.48488916711293,73.69805194805197,69.0659564338313,3.9268800065611216,2.0,5
svclin,100.0,100.0,100.0,100.0,0.0,91.95102040816326,94.00801915475829,87.69839010873167,81.81503601531963,12.168413205091056,83.4920634920635,88.18248240220976,72.54700854700855,61.79956590628424,7.771019530463557,2.0,5
logistic,100.0,100.0,100.0,100.0,0.0,91.94285714285716,93.92572463768116,87.99208676628032,82.06181565130404,11.373751882099386,86.66666666666666,90.54091476563386,77.40477319424687,69.36761916924004,2.1274517417786507,2.0,5
random,99.89949748743716,99.9250936329588,99.8473282442748,99.77370849678849,0.5060031839115363,91.96734693877552,94.24929971988796,86.60714285714286,81.68950347106131,11.301936387931672,86.66666666666666,90.86910284666249,75.28495034377389,70.48523329586955,2.2602751536715364,2.0,5
knn,100.0,100.0,100.0,100.0,0.0,88.74285714285715,91.62901818060806,82.72321593214087,74.57699586837082,13.583895286842347,82.22222222222221,87.14920303109486,71.1081081081081,58.939039803157584,6.245331289994862,2.0,5
svcrbf,100.0,100.0,100.0,100.0,0.0,92.17548620533697,94.93858538187492,82.65194200285478,78.79838836457591,3.038619748158203,90.71428571428572,94.13292389726011,77.73856209150327,74.57878523183683,4.795816577033214,3.0,5
svclin,100.0,100.0,100.0,100.0,0.0,90.38896426956128,93.49780670029728,81.35522171562216,75.59381882966703,12.69075965611317,87.38095238095238,91.52841152625396,75.21577659751227,66.88884260119544,5.706560843980549,3.0,5
logistic,100.0,100.0,100.0,100.0,0.0,91.58751696065129,94.25369246720574,83.99763677183032,79.35942483203294,7.594622516260221,90.23809523809524,93.57475928489708,79.66556635491168,73.48098170816175,5.673733813786118,3.0,5
random,100.0,100.0,100.0,100.0,0.0,92.1709633649932,94.98801707615,82.04386640426685,78.598016416495,3.474598996617737,92.85714285714286,95.45454545454544,83.33333333333333,80.75728530872482,0.0,3.0,5
knn,100.0,100.0,100.0,100.0,0.0,89.46630483943918,92.76647483762936,80.37320574162679,73.82820792050829,6.013631483993079,91.42857142857142,94.39143550519924,81.80158206987475,76.5670836921578,2.7562184842573867,3.0,5
svcrbf,100.0,100.0,100.0,100.0,0.0,92.30923694779116,95.34378629541264,77.77219196574035,74.65551293209892,9.846236518811876,94.03846153846152,96.37553299573604,83.20373004583531,80.7988043569631,3.646111356718869,4.0,5
svclin,99.93975903614458,99.9623352165725,99.84962406015038,99.81283764426234,0.4185077502583883,90.85771658060814,94.3179338476268,76.32706053558945,71.16798415309246,10.48914459905752,92.5,95.2308661636279,82.42797759481279,77.89183058758825,9.973144393195112,4.0,5
logistic,100.0,100.0,100.0,100.0,0.0,90.8605851979346,94.2812861872426,76.94183912120508,71.6536200810039,9.304231136769417,92.5,95.26495415573164,81.94432126139444,77.34227507527042,10.092813056106058,4.0,5
random,99.93975903614458,99.9624765478424,99.8473282442748,99.81070330648748,0.4232802746099703,93.27309236947792,95.93896677839112,80.30383409693755,77.67125140152064,10.163326641282746,92.6923076923077,95.6279680757628,77.71836007130125,76.39518269964181,4.958080142814828,4.0,5
knn,100.0,100.0,100.0,100.0,0.0,90.38152610441766,93.92125210555868,76.71395767877239,71.2399353136924,8.180547894125153,92.8846153846154,95.62116917773028,81.01484480431847,77.05362143509156,4.237118296338419,4.0,5
svcrbf,100.0,100.0,100.0,100.0,0.0,94.7939393939394,96.95038377417532,82.15109621561234,80.03527448016311,10.639426523436931,92.64,95.76459645710904,71.9318181818182,71.84158672275002,1.5172127442638956,5.0,5
svclin,99.9498746867168,99.96992481203009,99.84962406015038,99.82035766380628,0.4016924753660035,93.789898989899,96.30488987130232,80.39607901676865,77.05698317069654,10.08357353375285,92.0,95.2985634838148,73.0989010989011,69.49446957125858,4.78778788733472,5.0,5
logistic,100.0,100.0,100.0,100.0,0.0,93.1919191919192,95.91723581891262,79.19359991997977,75.7325774607917,9.095003744747912,91.84,95.17378351539224,73.58151476251604,69.23974812590225,0.7264513025569512,5.0,5
random,99.79974937343358,99.87996992494745,99.39614902586304,99.27777613688484,0.7515491235739808,94.3939393939394,96.74014214796026,79.7206655413552,78.65239367283547,10.437624708619468,91.52,95.12680064451952,67.27380952380955,66.77506708825896,3.9694900212402833,5.0,5
knn,100.0,100.0,100.0,100.0,0.0,94.3919191919192,96.6766207857354,81.84584178498986,79.14204772979906,10.58419260144369,92.0,95.3435807030678,71.60971055088703,68.94725238853272,4.011535237651678,5.0,5
svcrbf,100.0,100.0,100.0,100.0,0.0,95.70439139404655,97.53279682362069,83.3177174039243,81.59679969139128,2.809622093609699,93.69863013698632,96.390202885415,75.1870945555156,72.5259594808979,4.824174447980176,6.0,5
svclin,99.7850385343117,99.87440338455136,99.25483692647872,99.13598842823588,0.8643938987154917,94.3295019157088,96.7100932833773,79.39531941808983,76.27162364438344,4.584568123163795,91.23287671232876,94.8354360498504,70.87135328439676,66.00376432925447,2.448877743195512,6.0,5
logistic,100.0,100.0,100.0,100.0,0.0,94.16003536693192,96.58057084437112,79.94348894348894,76.67311196670929,8.146223917475798,91.36986301369862,94.91022368909486,71.58073669066148,66.72526781949773,4.706106797299718,6.0,5
random,99.52752780469795,99.72434080987225,98.34788838083333,98.07600247982504,0.9642730007226736,95.0191570881226,97.15568794202883,79.63852813852813,78.44149819169695,7.30188245694739,93.6986301369863,96.45142203281738,71.88502673796793,72.31642890121584,2.7813868989634707,6.0,5
knn,100.0,100.0,100.0,100.0,0.0,94.84969053934572,96.99745225291905,81.7706093189964,79.00104488572929,6.11128186402295,91.23287671232876,94.96151737587464,66.15703508386434,61.807657447884914,6.552641819556102,6.0,5
svcrbf,99.9248120300752,99.9569891975826,99.70147591200222,99.65991359076664,0.465698194010695,96.2406015037594,97.86986913717875,83.86183505098313,82.2663400228221,7.176882968064659,94.61077844311376,96.9899396197616,74.26890756302524,73.28648324228267,3.2665671034674326,7.0,5
svclin,99.77443609022558,99.87096764247704,99.10444436131787,98.98118644838328,0.3770343186009408,95.18796992481202,97.23610230949538,81.12968408590996,78.74466011572495,10.836707286013446,93.65269461077844,96.40107381574146,73.05923247416516,69.82934352707237,3.193568652901193,7.0,5
logistic,100.0,100.0,100.0,100.0,0.0,95.18796992481202,97.23194671106084,81.4312865497076,78.89893630697922,6.285134150172568,93.2934131736527,96.19213717379492,71.82300866511392,68.3597359720125,5.388391986723696,7.0,5
random,99.73684210526316,99.84948506697896,98.95396864737468,98.80987077394032,0.7590851072275171,95.48872180451129,97.47463197209768,78.80739916779962,77.61214483598737,11.466280214530231,93.77245508982034,96.56109981859112,67.05645161290323,68.62803472499498,1.901328545741448,7.0,5
knn,100.0,100.0,100.0,100.0,0.0,95.33834586466163,97.3342768933218,81.3068397848873,78.8413704617601,7.604094495173236,93.17365269461077,96.17199431030772,68.48906048906048,65.86681524801995,4.828296284804446,7.0,5
svcrbf,99.93322203672788,99.9623706491063,99.7037037037037,99.66745892612614,0.4553506186442601,95.8577181208054,97.70231670098607,78.95554731594777,77.55849879791622,7.855214258734029,97.55319148936172,98.64167146672251,87.68136557610242,87.17145119372047,1.591627706913204,8.0,5
svclin,99.76610962529524,99.86819087408443,98.9627678279234,98.83977829663267,0.7168641397293982,94.78747203579418,97.06602725890356,76.481791352481,73.7967577001736,5.840773568006076,93.93617021276596,96.5655571076701,74.0520335097844,70.8164346506167,3.68767623822568,8.0,5
logistic,100.0,100.0,100.0,100.0,0.0,94.9225950782998,97.11987773290426,78.44716154713159,75.89092212902693,5.16392465327023,95.63829787234042,97.53822227190328,80.86938586087763,78.46845389441471,5.1421820422043805,8.0,5
random,99.5989972138626,99.77436525855305,98.19975912593264,97.97828097254076,1.285259555168054,95.32438478747204,97.42185804210985,74.90786352855318,74.13902124706061,7.94505473867794,95.95744680851064,97.77188370965251,78.15669240669241,77.9780382833128,5.778870675493139,8.0,5
knn,100.0,100.0,100.0,100.0,0.0,95.32170022371363,97.38435169238193,77.83104965112753,75.58584049933225,5.229581844951793,96.27659574468086,97.93300867501004,81.25177809388336,79.97502284374909,3.723659344500125,8.0,5
svcrbf,99.90899894238288,99.94933855498608,99.55332776385409,99.50471369291684,0.452154680827312,96.72283813747228,98.20106436499744,81.55699695188017,80.54704648118086,5.958302252090157,97.487922705314,98.62068368304612,85.93962383436067,85.46592542498743,4.940693737703595,,5
svclin,99.7572538740976,99.8647791192819,98.814782297662,98.691622349757,0.9298907324000624,95.63340724316336,97.5761435369686,77.95071464426302,75.70522538453388,12.262946363951048,94.78260869565216,97.08053791439296,75.32802389248381,72.73116674212974,4.86317124396231,,5
logistic,100.0,100.0,100.0,100.0,0.0,95.14855875831483,97.2926008436928,76.59135962077139,74.17629847356916,11.82911755027177,94.975845410628,97.17260502153408,77.40047323277136,75.0656441087992,2.089432413848848,,5
random,99.66634478318848,99.81417428410975,98.36740506113884,98.19653362810972,1.0450281822935528,95.51145602365116,97.54544003877449,73.73061485130451,72.67622596808476,12.849615374124674,96.81159420289856,98.24764377222192,82.33285917496444,81.36486710743851,1.6694297671686256,,5
knn,100.0,100.0,100.0,100.0,0.0,95.75240206947524,97.66680950932484,76.25447828034035,74.5446633504558,10.764431443805584,97.3913043478261,98.5537078668314,86.70383275261324,85.34490280759483,2.4161202534251256,,5
svcrbf,100.0,100.0,100.0,100.0,0.0,87.93226381461675,89.18444760550024,86.330525981249,77.09633311926049,14.790129366748063,83.33333333333334,83.72093023255815,82.92682926829269,66.74238124719146,0.0,1.0,6
svclin,100.0,100.0,100.0,100.0,0.0,87.96791443850267,87.89475467606398,88.01591545709194,76.10595577584816,11.283969478904476,85.23809523809523,83.84466820923816,86.38651645643449,71.54352807006168,5.784729842045585,1.0,6
logistic,100.0,100.0,100.0,100.0,0.0,89.18003565062388,89.359243697479,88.96447875337819,78.38468771804627,15.076735148140315,89.04761904761904,88.30051677034989,89.69198557873987,78.78845987417621,5.324252427712577,1.0,6
random,100.0,100.0,100.0,100.0,0.0,90.35650623885918,91.0114315996669,89.58870967741936,81.41640771211931,13.892398181698637,93.80952380952382,93.72822299651568,93.88704318936875,87.67961928346745,5.45051957743798,1.0,6
knn,100.0,100.0,100.0,100.0,0.0,84.9554367201426,85.02591036414566,84.82922201138521,70.26338189138391,14.887846574789894,84.76190476190476,84.57337330848392,84.93639089214813,69.58654446195865,4.255089522089378,1.0,6
svcrbf,100.0,100.0,100.0,100.0,0.0,90.3591836734694,93.19966952703528,83.29572744645047,78.01599524720676,9.604852248897709,86.03174603174604,90.48488916711293,73.69805194805197,69.0659564338313,3.9268800065611216,2.0,6
svclin,100.0,100.0,100.0,100.0,0.0,91.95102040816326,94.00801915475829,87.69839010873167,81.81503601531963,12.168413205091056,83.4920634920635,88.18248240220976,72.54700854700855,61.79956590628424,7.771019530463557,2.0,6
logistic,100.0,100.0,100.0,100.0,0.0,91.94285714285716,93.92572463768116,87.99208676628032,82.06181565130404,11.373751882099386,86.66666666666666,90.54091476563386,77.40477319424687,69.36761916924004,2.1274517417786507,2.0,6
random,100.0,100.0,100.0,100.0,0.0,92.76734693877552,94.84567844009766,87.81315458734812,83.5348684789647,10.67241558830497,86.66666666666666,90.86910284666249,75.28495034377389,70.48523329586955,2.2602751536715364,2.0,6
knn,100.0,100.0,100.0,100.0,0.0,88.74285714285715,91.62901818060806,82.72321593214087,74.57699586837082,13.583895286842347,82.22222222222221,87.14920303109486,71.1081081081081,58.939039803157584,6.245331289994862,2.0,6
svcrbf,100.0,100.0,100.0,100.0,0.0,92.17548620533697,94.93858538187492,82.65194200285478,78.79838836457591,3.038619748158203,90.71428571428572,94.13292389726011,77.73856209150327,74.57878523183683,4.795816577033214,3.0,6
svclin,100.0,100.0,100.0,100.0,0.0,90.38896426956128,93.49780670029728,81.35522171562216,75.59381882966703,12.69075965611317,87.38095238095238,91.52841152625396,75.21577659751227,66.88884260119544,5.706560843980549,3.0,6
logistic,100.0,100.0,100.0,100.0,0.0,91.58751696065129,94.25369246720574,83.99763677183032,79.35942483203294,7.594622516260221,90.23809523809524,93.57475928489708,79.66556635491168,73.48098170816175,5.673733813786118,3.0,6
random,99.9248120300752,99.94962216624684,99.85185185185183,99.80245329170316,0.4417278684830322,92.47399366802352,95.17457713706756,82.82547559966915,79.408047812396,4.27304163578329,92.85714285714286,95.45454545454544,83.33333333333333,80.75728530872482,0.0,3.0,6
knn,100.0,100.0,100.0,100.0,0.0,89.46630483943918,92.76647483762936,80.37320574162679,73.82820792050829,6.013631483993079,91.42857142857142,94.39143550519924,81.80158206987475,76.5670836921578,2.7562184842573867,3.0,6
svcrbf,100.0,100.0,100.0,100.0,0.0,92.30923694779116,95.34378629541264,77.77219196574035,74.65551293209892,9.846236518811876,94.03846153846152,96.37553299573604,83.20373004583531,80.7988043569631,3.646111356718869,4.0,6
svclin,99.93975903614458,99.9623352165725,99.84962406015038,99.81283764426234,0.4185077502583883,90.85771658060814,94.3179338476268,76.32706053558945,71.16798415309246,10.48914459905752,92.5,95.2308661636279,82.42797759481279,77.89183058758825,9.973144393195112,4.0,6
logistic,100.0,100.0,100.0,100.0,0.0,90.8605851979346,94.2812861872426,76.94183912120508,71.6536200810039,9.304231136769417,92.5,95.26495415573164,81.94432126139444,77.34227507527042,10.092813056106058,4.0,6
random,99.87987987987988,99.9249530956848,99.69924812030077,99.62595530785391,0.5121817885086893,92.5530694205393,95.50661715307858,78.09419789135814,75.29677716110373,8.846874303650198,92.8846153846154,95.73571681311228,78.50623885918004,77.07580145699626,3.7334522726864297,4.0,6
knn,100.0,100.0,100.0,100.0,0.0,90.38152610441766,93.92125210555868,76.71395767877239,71.2399353136924,8.180547894125153,92.8846153846154,95.62116917773028,81.01484480431847,77.05362143509156,4.237118296338419,4.0,6
svcrbf,100.0,100.0,100.0,100.0,0.0,94.7939393939394,96.95038377417532,82.15109621561234,80.03527448016311,10.639426523436931,92.64,95.76459645710904,71.9318181818182,71.84158672275002,1.5172127442638956,5.0,6
svclin,99.9498746867168,99.96992481203009,99.84962406015038,99.82035766380628,0.4016924753660035,93.789898989899,96.30488987130232,80.39607901676865,77.05698317069654,10.08357353375285,92.0,95.2985634838148,73.0989010989011,69.49446957125858,4.78778788733472,5.0,6
logistic,100.0,100.0,100.0,100.0,0.0,93.1919191919192,95.91723581891262,79.19359991997977,75.7325774607917,9.095003744747912,91.84,95.17378351539224,73.58151476251604,69.23974812590225,0.7264513025569512,5.0,6
random,99.79962406015038,99.87987960906769,99.39613240055183,99.27926701461836,0.4030048278327609,93.9919191919192,96.50225741825376,78.46904678973644,76.931847434069,9.918154931615993,90.88,94.7573997272376,64.92172675521822,63.808690916312415,4.979840395977973,5.0,6
knn,100.0,100.0,100.0,100.0,0.0,94.3919191919192,96.6766207857354,81.84584178498986,79.14204772979906,10.58419260144369,92.0,95.3435807030678,71.60971055088703,68.94725238853272,4.011535237651678,5.0,6
svcrbf,100.0,100.0,100.0,100.0,0.0,95.70439139404655,97.53279682362069,83.3177174039243,81.59679969139128,2.809622093609699,93.69863013698632,96.390202885415,75.1870945555156,72.5259594808979,4.824174447980176,6.0,6
svclin,99.7850385343117,99.87440338455136,99.25483692647872,99.13598842823588,0.8643938987154917,94.3295019157088,96.7100932833773,79.39531941808983,76.27162364438344,4.584568123163795,91.23287671232876,94.8354360498504,70.87135328439676,66.00376432925447,2.448877743195512,6.0,6
logistic,100.0,100.0,100.0,100.0,0.0,94.16003536693192,96.58057084437112,79.94348894348894,76.67311196670929,8.146223917475798,91.36986301369862,94.91022368909486,71.58073669066148,66.72526781949773,4.706106797299718,6.0,6
random,99.82804928699986,99.89956053794694,99.40296844931564,99.30704045136967,0.723648283772957,95.0191570881226,97.15201897536612,79.92358560979251,78.52339297813339,5.099287256439332,93.42465753424658,96.3023463023463,70.3409090909091,70.9896277180957,1.844528580015966,6.0,6
knn,100.0,100.0,100.0,100.0,0.0,94.84969053934572,96.99745225291905,81.7706093189964,79.00104488572929,6.11128186402295,91.23287671232876,94.96151737587464,66.15703508386434,61.807657447884914,6.552641819556102,6.0,6
svcrbf,99.9248120300752,99.9569891975826,99.70147591200222,99.65991359076664,0.465698194010695,96.2406015037594,97.86986913717875,83.86183505098313,82.2663400228221,7.176882968064659,94.61077844311376,96.9899396197616,74.26890756302524,73.28648324228267,3.2665671034674326,7.0,6
svclin,99.77443609022558,99.87096764247704,99.10444436131787,98.98118644838328,0.3770343186009408,95.18796992481202,97.23610230949538,81.12968408590996,78.74466011572495,10.836707286013446,93.65269461077844,96.40107381574146,73.05923247416516,69.82934352707237,3.193568652901193,7.0,6
logistic,100.0,100.0,100.0,100.0,0.0,95.18796992481202,97.23194671106084,81.4312865497076,78.89893630697922,6.285134150172568,93.2934131736527,96.19213717379492,71.82300866511392,68.3597359720125,5.388391986723696,7.0,6
random,99.77443609022558,99.87106008909711,99.09997215260373,98.97393771467902,0.9408317870543864,95.33834586466163,97.39237121969543,77.96996074415429,76.78612395015885,11.288594983339545,93.89221556886228,96.6249207702227,67.90322580645162,69.32230174748237,1.5524282568181775,7.0,6
knn,100.0,100.0,100.0,100.0,0.0,95.33834586466163,97.3342768933218,81.3068397848873,78.8413704617601,7.604094495173236,93.17365269461077,96.17199431030772,68.48906048906048,65.86681524801995,4.828296284804446,7.0,6
svcrbf,99.93322203672788,99.9623706491063,99.7037037037037,99.66745892612614,0.4553506186442601,95.8577181208054,97.70231670098607,78.95554731594777,77.55849879791622,7.855214258734029,97.55319148936172,98.64167146672251,87.68136557610242,87.17145119372047,1.591627706913204,8.0,6
svclin,99.76610962529524,99.86819087408443,98.9627678279234,98.83977829663267,0.7168641397293982,94.78747203579418,97.06602725890356,76.481791352481,73.7967577001736,5.840773568006076,93.93617021276596,96.5655571076701,74.0520335097844,70.8164346506167,3.68767623822568,8.0,6
logistic,100.0,100.0,100.0,100.0,0.0,94.9225950782998,97.11987773290426,78.44716154713159,75.89092212902693,5.16392465327023,95.63829787234042,97.53822227190328,80.86938586087763,78.46845389441471,5.1421820422043805,8.0,6
random,99.8662765702034,99.92481199686776,99.39614979309636,99.32238392240052,0.711441465497743,95.19015659955258,97.35400859179892,73.58567358567358,73.25790631573237,8.292845025055847,96.17021276595746,97.89194486444109,79.04411764705883,79.25427112216907,5.675102903683459,8.0,6
knn,100.0,100.0,100.0,100.0,0.0,95.32170022371363,97.38435169238193,77.83104965112753,75.58584049933225,5.229581844951793,96.27659574468086,97.93300867501004,81.25177809388336,79.97502284374909,3.723659344500125,8.0,6
svcrbf,99.90899894238288,99.94933855498608,99.55332776385409,99.50471369291684,0.452154680827312,96.72283813747228,98.20106436499744,81.55699695188017,80.54704648118086,5.958302252090157,97.487922705314,98.62068368304612,85.93962383436067,85.46592542498743,4.940693737703595,,6
svclin,99.7572538740976,99.8647791192819,98.814782297662,98.691622349757,0.9298907324000624,95.63340724316336,97.5761435369686,77.95071464426302,75.70522538453388,12.262946363951048,94.78260869565216,97.08053791439296,75.32802389248381,72.73116674212974,4.86317124396231,,6
logistic,100.0,100.0,100.0,100.0,0.0,95.14855875831483,97.2926008436928,76.59135962077139,74.17629847356916,11.82911755027177,94.975845410628,97.17260502153408,77.40047323277136,75.0656441087992,2.089432413848848,,6
random,99.66634478318848,99.81431707308066,98.35660148861766,98.17689195005347,1.222338411391373,95.63192904656322,97.61361468065851,74.11209480174998,73.60486011294338,11.352079544313474,96.52173913043478,98.08933315536396,80.6195669353564,79.57270312171737,2.5095734459661623,,6
knn,100.0,100.0,100.0,100.0,0.0,95.75240206947524,97.66680950932484,76.25447828034035,74.5446633504558,10.764431443805584,97.3913043478261,98.5537078668314,86.70383275261324,85.34490280759483,2.4161202534251256,,6
svcrbf,100.0,100.0,100.0,100.0,0.0,89.76827094474152,90.14243273066802,89.34872922776148,80.25581024653773,6.981672447688696,87.6190476190476,88.88066604995375,86.03129445234708,77.30930074639886,2.5427520994827493,1.0,7
svclin,100.0,100.0,100.0,100.0,0.0,90.39215686274513,90.2483084227506,90.39724842144196,81.80403691152293,9.512484787802054,85.23809523809526,84.81638233198075,85.61265519631942,70.6792616358268,5.116186459739506,1.0,7
logistic,100.0,100.0,100.0,100.0,0.0,90.98039215686272,90.80009015100292,91.04729729729728,83.0663716075563,7.329107570885335,85.71428571428571,85.82124625232964,85.59436026253951,71.49346964044983,4.767450986414868,1.0,7
random,100.0,100.0,100.0,100.0,0.0,90.37433155080214,90.53030303030305,90.17736185383244,81.16831306378758,9.866868856703697,84.76190476190477,84.28482087018672,85.19453672942045,69.70957449361163,4.1601292117661295,1.0,7
knn,100.0,100.0,100.0,100.0,0.0,81.31907308377897,78.91244239631337,83.19298245614036,64.72052503689414,8.813802817996269,84.28571428571429,83.23076923076923,85.21212121212122,69.1164112373702,2.408445399700285,1.0,7
svcrbf,100.0,100.0,100.0,100.0,0.0,91.95918367346938,94.28088393373942,86.22222222222221,82.49958292551045,11.165194979481294,91.11111111111111,93.75741861135118,84.55855855855854,80.43818704163307,3.094671083314037,2.0,7
svclin,100.0,100.0,100.0,100.0,0.0,91.17551020408165,93.1868309762011,87.40431724472471,80.91747017289515,10.060371874574416,85.07936507936509,88.449669685372,78.87443540546825,67.82111032857263,2.4905395955019034,2.0,7
logistic,100.0,100.0,100.0,100.0,0.0,91.96734693877552,93.91606972169632,88.10311639913157,82.27018569905879,8.130600538283014,86.34920634920636,89.32655826558266,81.0592885375494,70.99265593328008,2.9998154209104926,2.0,7
random,100.0,100.0,100.0,100.0,0.0,91.5591836734694,93.9253017913729,86.09672511941372,80.75672287156728,14.487611394227637,90.79365079365078,93.17568888020324,85.84668989547039,79.12825061721462,5.429735479474394,2.0,7
knn,100.0,100.0,100.0,100.0,0.0,89.15102040816326,91.68580950166628,84.13092979127136,76.50309408061598,9.72920903400877,88.25396825396827,91.12393826175784,82.63163193395752,73.8077503125755,5.932386476819329,2.0,7
svcrbf,100.0,100.0,100.0,100.0,0.0,91.87697874265038,94.79470581743116,81.19623655913978,77.62028884533383,9.916852825304868,97.61904761904762,98.43257874015748,95.04878048780488,93.62534163561482,2.282322963070921,3.0,7
