Name,Train Accuracy,Train F1 Negative,Train F1 Positive,Train MCC Score,Train MCC Std,Validation Accuracy,Validation F1 Negative,Validation F1 Positive,Validation MCC Score,Validation MCC Std,Test Accuracy,Test F1 Negative,Test F1 Positive,Test MCC Score,Test MCC Std,Num Features
svclin,99.87869591207983,99.93243240833309,99.4073582649434,99.34381423180533,0.6820598425454565,95.02586844050259,97.2365947853946,74.60247392675237,72.86122934540218,10.11449392678444,94.78260869565217,97.05359959895893,77.21071987789313,74.92441306245601,4.943730929427171,571
svclin,99.87869591207983,99.93243240833309,99.4073582649434,99.34381423180533,0.6820598425454565,94.78344419807836,97.09695986315099,73.82046024151288,71.86934660574846,11.665215320581913,94.78260869565217,97.05359959895893,77.21071987789313,74.92441306245601,4.943730929427171,570
svclin,99.87869591207983,99.93243240833309,99.4073582649434,99.34381423180533,0.6820598425454565,94.78344419807836,97.09695986315099,73.82046024151288,71.86934660574846,11.665215320581913,94.78260869565217,97.05359959895893,77.21071987789313,74.92441306245601,4.943730929427171,569
svclin,99.87869591207983,99.93243240833309,99.4073582649434,99.34381423180533,0.6820598425454565,94.78344419807836,97.09695986315099,73.82046024151288,71.86934660574846,11.665215320581913,94.78260869565217,97.05359959895893,77.21071987789313,74.92441306245601,4.943730929427171,568
svclin,99.87869591207983,99.93243240833309,99.4073582649434,99.34381423180533,0.6820598425454565,94.78344419807836,97.09695986315099,73.82046024151288,71.86934660574846,11.665215320581913,94.78260869565217,97.05359959895893,77.21071987789313,74.92441306245601,4.943730929427171,567
svclin,99.87869591207983,99.93243240833309,99.4073582649434,99.34381423180533,0.6820598425454565,94.78344419807836,97.09695986315099,73.82046024151288,71.86934660574846,11.665215320581913,94.78260869565217,97.05359959895893,77.21071987789313,74.92441306245601,4.943730929427171,566
svclin,99.87869591207983,99.93243240833309,99.4073582649434,99.34381423180533,0.6820598425454565,94.78344419807836,97.09695986315099,73.82046024151288,71.86934660574846,11.665215320581913,94.78260869565217,97.05359959895893,77.21071987789313,74.92441306245601,4.943730929427171,565
svclin,99.87869591207983,99.93243240833309,99.4073582649434,99.34381423180533,0.6820598425454565,94.78344419807836,97.09695986315099,73.82046024151288,71.86934660574846,11.665215320581913,94.78260869565217,97.05359959895893,77.21071987789313,74.92441306245601,4.943730929427171,564
svclin,99.87869591207983,99.93243240833309,99.4073582649434,99.34381423180533,0.6820598425454565,94.78344419807836,97.09695986315099,73.82046024151288,71.86934660574846,11.665215320581913,94.78260869565217,97.05359959895893,77.21071987789313,74.92441306245601,4.943730929427171,563
svclin,99.87869591207983,99.93243240833309,99.4073582649434,99.34381423180533,0.6820598425454565,95.02586844050259,97.2365947853946,74.60247392675237,72.86122934540218,10.11449392678444,94.8792270531401,97.10988226300502,77.52986881406335,75.2577302802699,4.793697699606647,562
svclin,99.87869591207983,99.93243240833309,99.4073582649434,99.34381423180533,0.6820598425454565,95.02586844050259,97.2365947853946,74.60247392675237,72.86122934540218,10.11449392678444,94.8792270531401,97.10988226300502,77.52986881406335,75.2577302802699,4.793697699606647,561
svclin,99.87869591207983,99.93243240833309,99.4073582649434,99.34381423180533,0.6820598425454565,95.02586844050259,97.2365947853946,74.60247392675237,72.86122934540218,10.11449392678444,94.8792270531401,97.10988226300502,77.52986881406335,75.2577302802699,4.793697699606647,560
svclin,99.87869591207983,99.93243240833309,99.4073582649434,99.34381423180533,0.6820598425454565,95.02586844050259,97.2365947853946,74.60247392675237,72.86122934540218,10.11449392678444,94.8792270531401,97.10988226300502,77.52986881406335,75.2577302802699,4.793697699606647,559
svclin,99.87869591207983,99.93243240833309,99.4073582649434,99.34381423180533,0.6820598425454565,95.02586844050259,97.2365947853946,74.60247392675237,72.86122934540218,10.11449392678444,94.8792270531401,97.10988226300502,77.52986881406335,75.2577302802699,4.793697699606647,558
svclin,99.87869591207983,99.93243240833309,99.4073582649434,99.34381423180533,0.6820598425454565,95.02586844050259,97.2365947853946,74.60247392675237,72.86122934540218,10.11449392678444,94.8792270531401,97.10988226300502,77.52986881406335,75.2577302802699,4.793697699606647,557
svclin,99.8483928817768,99.9154976798599,99.26351970762266,99.18624179224824,0.9856406216600746,95.02586844050259,97.2365947853946,74.60247392675237,72.86122934540218,10.11449392678444,94.8792270531401,97.10988226300502,77.52986881406335,75.2577302802699,4.793697699606647,556
svclin,99.87869591207983,99.93243240833309,99.4073582649434,99.34381423180533,0.6820598425454565,94.90465631929047,97.16701161105507,74.19924812030075,72.34249198638761,10.89674930734199,94.8792270531401,97.10988226300502,77.52986881406335,75.2577302802699,4.793697699606647,555
svclin,99.87869591207983,99.93243240833309,99.4073582649434,99.34381423180533,0.6820598425454565,95.02586844050259,97.2365947853946,74.60247392675237,72.86122934540218,10.11449392678444,94.97584541062803,97.16585904300739,77.86289379093661,75.60951533872505,4.758434456079225,554
svclin,99.87869591207983,99.93243240833309,99.4073582649434,99.34381423180533,0.6820598425454565,95.02586844050259,97.2365947853946,74.60247392675237,72.86122934540218,10.11449392678444,94.97584541062803,97.16585904300739,77.86289379093661,75.60951533872505,4.758434456079225,553
svclin,99.87869591207983,99.93243240833309,99.4073582649434,99.34381423180533,0.6820598425454565,94.90465631929047,97.16701161105507,74.19924812030075,72.34249198638761,10.89674930734199,94.97584541062803,97.16585904300739,77.86289379093661,75.60951533872505,4.758434456079225,552
