Name,Train Accuracy,Train F1 Negative,Train F1 Positive,Train MCC Score,Train MCC Std,Validation Accuracy,Validation F1 Negative,Validation F1 Positive,Validation MCC Score,Validation MCC Std,Test Accuracy,Test F1 Negative,Test F1 Positive,Test MCC Score,Test MCC Std
svclin,100.0,100.0,100.0,100.0,0.0,95.63340724316335,97.58358708868747,77.12483752806334,75.3922338548166,10.813317861634571,94.78260869565217,97.09251089902203,74.45559271646229,71.81912647073486,5.717434807180301
logistic,99.96969696969697,99.9831223628692,99.85185185185185,99.8356504923163,0.36749667124936736,94.90613451589061,97.15103070212267,75.87240537240538,73.34103780187141,13.10181167139587,94.97584541062801,97.17260502153408,77.40047323277136,75.0656441087992,2.0894324138488476
random,100.0,100.0,100.0,100.0,0.0,95.14634146341464,97.36232005569464,69.58095238095238,70.09501913003335,5.831418667425758,96.03864734299518,97.83694505625189,76.4759564759565,76.3391621413115,3.4792980873596746
