,gamma,C,rank,test_means,test_stds,train_means,train_stds
0,0.963,0.1876,2,0.7546794966222719,0.0406984503116537,0.9588837889725321,0.025282753712842106
1,2.247,1.0719,1,0.7634414015028452,0.06440265934193246,1.0,0.0
2,4.095000000000001,3.8045000000000004,4,0.7406073447065555,0.05905508375374714,1.0,0.0
3,0.442,3.0880000000000005,3,0.7484214539611873,0.07078323768697758,1.0,0.0
4,1.89,3.9257000000000004,4,0.7406073447065555,0.05905508375374714,1.0,0.0
