,n_estimators,max_samples,max_depth,bootstrap,rank,test_means,test_stds,train_means,train_stds
31,180,0.5,6,True,133,0.662170031727948,0.06780243716616871,0.9175042117714687,0.008607106868788975
32,330,0.8,3,True,99,0.6832257008025951,0.05757986743211818,0.8759940333226266,0.020609960144491082
33,370,0.9,2,True,151,0.6489271938577079,0.04910592805664873,0.7713910595783703,0.026942435944110454
34,380,0.7000000000000001,7,True,113,0.6711022762684997,0.0645267299434633,0.9916243210945852,0.009169489021682988
35,360,0.6,7,True,139,0.659970334642868,0.08399775743295917,0.9558362092500239,0.006542718057359768
36,170,0.4,2,True,154,0.6468354119469831,0.05048981311003495,0.7790696338569927,0.018616697479117317
37,290,0.30000000000000004,3,True,87,0.6903740465689798,0.041857723102692,0.8216298172409064,0.023633025728949212
38,360,0.7000000000000001,2,True,114,0.6707830608074239,0.06241671300989267,0.7761497164964304,0.01403313204941406
39,260,0.30000000000000004,5,True,164,0.6250597417043686,0.07187528294411702,0.8124968505761456,0.006194852945669698
40,190,0.2,4,True,166,0.6155995106107227,0.07287705599630019,0.7421622345975278,0.030866229022093766
41,330,0.9,7,True,89,0.6890058078755344,0.06348923086483263,1.0,0.0
42,20,0.1,4,True,197,0.34146832566136787,0.22265894712661213,0.4484996210585832,0.11646870295599851
43,450,0.4,6,True,136,0.66046319784157,0.07930983221072753,0.8614802901928149,0.015532587551552195
44,460,0.2,7,True,177,0.5475836221718965,0.051409068586228956,0.6942818945044178,0.019557481980868763
45,400,0.8,6,True,53,0.7156097447333075,0.05031211568162624,0.996632428841535,0.006735142316929821
46,490,0.6,5,True,55,0.7156087409477352,0.05033550432915392,0.9402459876367821,0.00039729465385451916
47,110,1.0,5,True,5,0.7684516658295095,0.0297260631643495,0.9849805336988015,0.008198159121655111
48,230,0.6,3,True,97,0.6877064152880561,0.0612250492900458,0.8673390014311593,0.017560328547053878
49,190,0.7000000000000001,6,True,94,0.6882498160944527,0.06662437148224366,0.988255853069874,0.004138696499440175
50,50,0.6,4,True,74,0.7018763846490206,0.049064819804754474,0.9192055241640806,0.014388789947972552
51,240,0.2,3,True,112,0.6718282989505852,0.05392001215192807,0.7605669720639733,0.022936950465378095
52,220,0.8,4,True,8,0.7593250322543985,0.020126431764021024,0.9372640525317772,0.012654340903098282
53,150,0.5,5,True,89,0.6890058078755344,0.06348923086483263,0.9103598238234392,0.006736883195717403
54,330,0.9,4,True,18,0.7461014827713293,0.05411622553739166,0.9354356939064807,0.011790244281091369
55,80,0.7000000000000001,5,True,50,0.7202716864946647,0.0853533918482661,0.9592527035229834,0.013700714769166098
56,130,0.1,3,True,183,0.45071540202843074,0.08987367603307889,0.5639291259765512,0.04357044241769717
57,480,0.2,3,True,143,0.6551176709105692,0.037818717049896894,0.7646892807355117,0.013339037617481855
58,70,0.6,6,True,64,0.7083880210473706,0.036468601839011495,0.945497717239887,0.006727603147256163
59,460,0.6,7,True,126,0.6675207186854464,0.09605034371195133,0.9506802705923352,0.013628700238976188
60,310,0.1,6,True,199,0.3040107065015619,0.17002734721528204,0.47604865360766035,0.03440320368225845
61,450,1.0,6,True,23,0.7419235483617267,0.03230778928330003,1.0,0.0
62,380,0.6,7,True,157,0.6436341234199006,0.06795916141595842,0.9541357672981823,0.0041841400709870455
63,300,0.1,6,True,189,0.41740674093820457,0.05119993683854155,0.49112359121365856,0.06359728021950249
64,100,0.4,3,True,104,0.6806361486605421,0.04485228137858748,0.8644078916104313,0.027295907998443038
65,220,0.2,3,True,140,0.6567820672845055,0.02317504006839102,0.7686597750723052,0.020161990697151123
66,170,0.7000000000000001,7,True,95,0.6880949898819648,0.07410020394669639,0.9882399726142163,0.008554760985631267
67,440,0.9,6,True,21,0.74217195422674,0.03815910340775601,1.0,0.0
68,370,0.2,3,True,153,0.6475915157633765,0.01699881543458128,0.7623880989039961,0.024627955808746157
69,220,0.30000000000000004,3,True,57,0.7149633938525589,0.06202476852755408,0.8351805546971894,0.013607314935161891
70,40,0.5,4,True,40,0.7249221535477032,0.06133052432578775,0.8943322788516909,0.016169961014483366
71,400,0.9,5,True,23,0.7419235483617267,0.03230778928330003,0.9916934720878056,8.299808002378391e-05
72,310,0.9,5,True,7,0.7671286746136988,0.022275257595063356,0.9799296885498467,0.006577126635682611
73,170,0.1,7,True,198,0.3371023092863997,0.17597683163446146,0.4640995199990008,0.03133389960749462
74,450,1.0,5,True,9,0.7591777512877622,0.020036630980368543,0.9884153496441224,0.006568066915140722
75,240,0.6,5,True,25,0.7415680885357474,0.040955630170428324,0.9471295084676894,0.010343562244888381
