,penalty,C,rank,test_means,test_stds,train_means,train_stds
89,l1,6.477,84,0.7229814420370309,0.06428888146601948,1.0,0.0
90,l1,2.8449999999999998,134,0.7077226487096336,0.047833494374847595,0.983688037543222,0.008763553949004977
91,l1,7.2490000000000006,88,0.7135054387799784,0.058943717608994424,1.0,0.0
92,l2,2.992,55,0.752352900788756,0.034383761697678206,0.9933597351461062,0.003320408109895577
93,l1,8.607,109,0.7088575593921765,0.05425500713299339,1.0,0.0
94,l1,2.763,134,0.7077226487096336,0.047833494374847595,0.9789535657589024,0.010843569664170122
95,l1,1.3619999999999999,186,0.6629624574855197,0.04042066249935148,0.8869716290293276,0.013425645753435462
96,l2,8.025,7,0.7774964936958154,0.04011476052220265,1.0,0.0
97,l1,7.079000000000001,88,0.7135054387799784,0.058943717608994424,1.0,0.0
98,l1,6.051,131,0.7087112426955147,0.06110154505792134,1.0,0.0
99,l1,7.7700000000000005,88,0.7135054387799784,0.058943717608994424,1.0,0.0
100,l1,5.539000000000001,152,0.7037980827511866,0.056231472331741056,1.0,0.0
101,l2,5.656000000000001,7,0.7774964936958154,0.04011476052220265,1.0,0.0
102,l2,4.235,44,0.7646548033614382,0.023623438093074333,0.9983344100743144,0.0033311798513711906
103,l2,7.565,7,0.7774964936958154,0.04011476052220265,1.0,0.0
104,l1,5.995,104,0.7133591220833164,0.06531091011270569,1.0,0.0
105,l1,0.418,193,0.5891530702716254,0.046952826222259665,0.7036307171308855,0.021140075121394843
106,l1,7.955,88,0.7135054387799784,0.058943717608994424,1.0,0.0
107,l1,9.027,109,0.7088575593921765,0.05425500713299339,1.0,0.0
108,l1,2.118,167,0.6985545570415168,0.05843360124670063,0.9515538346640922,0.012490078380403224
109,l2,2.694,65,0.7472934241477661,0.04290388184829758,0.9933597351461062,0.003320408109895577
110,l2,3.298,55,0.752352900788756,0.034383761697678206,0.9933597351461062,0.003320408109895577
111,l1,2.79,134,0.7077226487096336,0.047833494374847595,0.983688037543222,0.008763553949004977
112,l2,1.7149999999999999,77,0.7286445965649762,0.05153129079050343,0.9804156781840587,0.003979911480832253
113,l2,1.655,77,0.7286445965649762,0.05153129079050343,0.9788396779541355,0.003913197975989269
114,l2,3.971,50,0.7597416434171101,0.023159573015953557,0.9966909149974775,0.004052935453069011
115,l2,3.378,55,0.752352900788756,0.034383761697678206,0.9933597351461062,0.003320408109895577
116,l1,0.122,199,0.501098046121249,0.09763675810850667,0.5283148419421899,0.01613408817377873
117,l1,3.288,134,0.7077226487096336,0.047833494374847595,0.9885254974594171,0.008324363944634719
118,l2,2.543,68,0.7426455447599644,0.04029977658222859,0.9933597351461062,0.003320408109895577
119,l1,0.337,194,0.5883433844045192,0.06374906429389526,0.6654169547498472,0.01875464956438953
120,l2,3.708,53,0.7578752179012358,0.026405446789557904,0.9966909149974775,0.004052935453069011
121,l2,1.4649999999999999,74,0.7361584554122584,0.05891148543040658,0.9725615824295935,0.00378210511659995
122,l2,4.541,44,0.7646548033614382,0.023623438093074333,0.9983344100743144,0.0033311798513711906
123,l1,4.1850000000000005,134,0.7077226487096336,0.047833494374847595,0.9983344100743144,0.0033311798513711906
124,l2,2.797,65,0.7472934241477661,0.04290388184829758,0.9933597351461062,0.003320408109895577
125,l1,2.756,134,0.7077226487096336,0.047833494374847595,0.9789535657589024,0.010843569664170122
126,l1,8.369,109,0.7088575593921765,0.05425500713299339,1.0,0.0
127,l1,8.945,109,0.7088575593921765,0.05425500713299339,1.0,0.0
128,l1,1.9489999999999998,170,0.6945030796819152,0.05643425270159856,0.9439364389895213,0.010483458520652616
129,l2,2.3649999999999998,68,0.7426455447599644,0.04029977658222859,0.9933597351461062,0.003320408109895577
130,l2,6.026000000000001,7,0.7774964936958154,0.04011476052220265,1.0,0.0
131,l1,1.662,177,0.6829972418413552,0.05797117233397654,0.916264416640457,0.017579895765713484
132,l2,0.558,173,0.6917621284914662,0.06657808804950929,0.9018503144375725,0.018899709523320804
133,l1,7.813000000000001,88,0.7135054387799784,0.058943717608994424,1.0,0.0
134,l2,8.009,7,0.7774964936958154,0.04011476052220265,1.0,0.0
135,l2,2.01,71,0.7425469933388176,0.04871137033236738,0.9868467849319706,0.0039852654108606615
136,l1,5.414000000000001,156,0.6991366880173155,0.059535038217170766,1.0,0.0
137,l2,7.349,7,0.7774964936958154,0.04011476052220265,1.0,0.0
138,l1,2.467,134,0.7077226487096336,0.047833494374847595,0.9710436685930208,0.008013541959541555
139,l1,1.664,179,0.6784343985286309,0.05303873912995571,0.916264416640457,0.017579895765713484
140,l1,6.925000000000001,88,0.7135054387799784,0.058943717608994424,1.0,0.0
141,l2,9.93,1,0.7828103345451762,0.04929552424917609,1.0,0.0
142,l1,6.971,88,0.7135054387799784,0.058943717608994424,1.0,0.0
143,l2,1.0279999999999998,80,0.7283960736494939,0.07350481793460234,0.9530005022703472,0.014183283010499446
144,l2,7.987,7,0.7774964936958154,0.04011476052220265,1.0,0.0
145,l2,8.613,7,0.7774964936958154,0.04011476052220265,1.0,0.0
146,l1,8.847,109,0.7088575593921765,0.05425500713299339,1.0,0.0
147,l1,2.163,167,0.6985545570415168,0.05843360124670063,0.9574723691912089,0.01223470594804452
148,l1,4.103000000000001,134,0.7077226487096336,0.047833494374847595,0.9966909149974775,0.004052935453069011
149,l1,0.061,200,0.4136814197102995,0.08109454665780721,0.4130512924648911,0.026361455840370057
150,l2,6.885000000000001,7,0.7774964936958154,0.04011476052220265,1.0,0.0
151,l1,1.843,174,0.6905474928459984,0.053233988037520295,0.9354213097228061,0.012797390020399802
152,l2,8.82,7,0.7774964936958154,0.04011476052220265,1.0,0.0
153,l2,9.937,1,0.7828103345451762,0.04929552424917609,1.0,0.0
154,l2,0.247,182,0.671571119331724,0.07826072732784212,0.8101416696948297,0.01827359598425607
155,l2,2.131,71,0.7425469933388176,0.04871137033236738,0.9884768736993264,0.003958588895484737
156,l1,6.106000000000001,105,0.7132740860082389,0.06328231024441806,1.0,0.0
157,l1,9.988999999999999,109,0.7088575593921765,0.05425500713299339,1.0,0.0
158,l1,0.292,196,0.5838790065573651,0.08346858318440555,0.6399673266872554,0.01751170630726051
159,l2,8.982,7,0.7774964936958154,0.04011476052220265,1.0,0.0
160,l1,1.3679999999999999,186,0.6629624574855197,0.04042066249935148,0.8869716290293276,0.013425645753435462
161,l1,4.095000000000001,134,0.7077226487096336,0.047833494374847595,0.9966909149974775,0.004052935453069011
162,l2,9.404,7,0.7774964936958154,0.04011476052220265,1.0,0.0
163,l2,0.213,184,0.6680577940826438,0.0769118315182886,0.7996810570674173,0.018701618654361027
164,l1,2.1029999999999998,167,0.6985545570415168,0.05843360124670063,0.9501118934750423,0.013512606682304482
165,l2,6.082000000000001,7,0.7774964936958154,0.04011476052220265,1.0,0.0
166,l2,1.28,74,0.7361584554122584,0.05891148543040658,0.9679673628516839,0.0084465426588873
167,l1,3.503,134,0.7077226487096336,0.047833494374847595,0.9933952363044363,0.006169352972983174
168,l1,8.738999999999999,109,0.7088575593921765,0.05425500713299339,1.0,0.0
169,l1,7.917000000000001,88,0.7135054387799784,0.058943717608994424,1.0,0.0
170,l2,4.232,44,0.7646548033614382,0.023623438093074333,0.9983344100743144,0.0033311798513711906
171,l2,0.936,80,0.7283960736494939,0.07350481793460234,0.9413056297471154,0.020839576604594696
172,l1,8.5,109,0.7088575593921765,0.05425500713299339,1.0,0.0
173,l2,9.744,1,0.7828103345451762,0.04929552424917609,1.0,0.0
174,l1,4.422000000000001,161,0.6989731399547757,0.059783580599882785,0.9983344100743144,0.0033311798513711906
175,l1,7.66,88,0.7135054387799784,0.058943717608994424,1.0,0.0
176,l2,3.796,64,0.7495526221438638,0.02931875352770183,0.9966909149974775,0.004052935453069011
177,l2,6.933000000000001,7,0.7774964936958154,0.04011476052220265,1.0,0.0
178,l2,1.567,77,0.7286445965649762,0.05153129079050343,0.9757010781791704,0.004996128002321964
179,l2,3.188,55,0.752352900788756,0.034383761697678206,0.9933597351461062,0.003320408109895577
180,l1,5.313000000000001,156,0.6991366880173155,0.059535038217170766,1.0,0.0
181,l1,6.493,84,0.7229814420370309,0.06428888146601948,1.0,0.0
182,l1,1.4229999999999998,185,0.6664757827345998,0.04334679596821656,0.895104462145526,0.011605989321769978
183,l2,3.7199999999999998,53,0.7578752179012358,0.026405446789557904,0.9966909149974775,0.004052935453069011
184,l2,2.3609999999999998,68,0.7426455447599644,0.04029977658222859,0.9933597351461062,0.003320408109895577
185,l1,8.23,109,0.7088575593921765,0.05425500713299339,1.0,0.0
186,l2,0.327,180,0.6782402245371214,0.0748167692137437,0.8457799339913172,0.023319297174140077
187,l1,3.308,134,0.7077226487096336,0.047833494374847595,0.9901213694687716,0.006167904938660078
188,l2,3.41,55,0.752352900788756,0.034383761697678206,0.9933597351461062,0.003320408109895577
189,l1,1.8379999999999999,174,0.6905474928459984,0.053233988037520295,0.9354213097228061,0.012797390020399802
190,l1,6.448,84,0.7229814420370309,0.06428888146601948,1.0,0.0
191,l2,0.75,108,0.7123270738022773,0.07424095042065143,0.9306853166633804,0.01689506118012036
192,l2,5.674,7,0.7774964936958154,0.04011476052220265,1.0,0.0
193,l1,9.105,109,0.7088575593921765,0.05425500713299339,1.0,0.0
194,l2,6.213,7,0.7774964936958154,0.04011476052220265,1.0,0.0
195,l2,7.376,7,0.7774964936958154,0.04011476052220265,1.0,0.0
196,l2,4.0680000000000005,50,0.7597416434171101,0.023159573015953557,0.9966909149974775,0.004052935453069011
197,l1,2.554,134,0.7077226487096336,0.047833494374847595,0.972652942554868,0.01074349694073331
198,l1,5.322,156,0.6991366880173155,0.059535038217170766,1.0,0.0
199,l1,5.69,152,0.7037980827511866,0.056231472331741056,1.0,0.0
