Name,Train Accuracy,Train F1 Negative,Train F1 Positive,Train MCC Score,Train MCC Std,Validation Accuracy,Validation F1 Negative,Validation F1 Positive,Validation MCC Score,Validation MCC Std,Test Accuracy,Test F1 Negative,Test F1 Positive,Test MCC Score,Test MCC Std
svcrbf,99.89879107606762,99.89873410503908,99.89884795106396,99.79769580625744,0.0754472334555885,96.36067997043608,98.0039571390819,79.38916256157636,78.43815330157149,6.786826764358743,95.84541062801932,97.7131682100134,77.30483519957204,75.69259255832392,4.12976680701321
svclin,99.61205619616244,99.61075739433514,99.61334609889556,99.22622834645404,0.3490891570908215,92.35328898743532,95.7002581230262,65.34571723426212,61.58260298112784,3.552068389770495,94.58937198067632,96.98894893469652,73.3495394754612,70.34891369772033,3.2014045005223424
logistic,98.39743516703888,98.39165989375616,98.403140836323,96.79903771137342,0.3151178119204721,93.20177383592018,96.172396873227,69.49140049140048,66.16133306996687,8.613477272978997,94.29951690821257,96.7989277718864,73.99033816425121,71.06674169739313,3.465495943493825
random,100.0,100.0,100.0,100.0,0.0,94.29785661492978,96.9192888430598,61.73333333333333,63.819711772079984,5.872272384798703,94.975845410628,97.27549969232297,67.66162916779615,69.09180802078075,5.09849152914523
knn,91.07592520851374,90.19287754369982,91.81209244466568,83.49988891573032,1.5534438698958024,77.54988913525499,85.84426789626494,45.49231817104951,44.764448945811296,3.306343369984474,78.55072463768116,86.48964746872407,47.618055015426094,47.29730023177333,4.396478110719335
xgb,100.0,100.0,100.0,100.0,0.0,93.20620842572062,96.22964023626275,65.50420168067227,62.14509394071915,9.30773191220362,93.2367149758454,96.20967819284336,68.5718209599891,64.98513795894611,5.069155723075589
svcrbf,99.89876259058384,99.89864850393026,99.89887638853176,99.79775248916842,0.0754793567430809,95.99334811529934,97.81251008281018,76.02865353037767,75.67814268573613,10.261334269439082,98.35748792270532,99.09474801061006,91.14345114345114,90.70284985838846,2.552344371760716
svclin,99.54446014311108,99.5422128677105,99.54668383337308,99.09334434363248,0.2802664149222091,92.71914264597191,95.9019740239376,66.94334133918589,63.44347726475384,3.4270705542918747,95.7487922705314,97.62005575723288,80.04006687544755,77.88193127730746,7.277723946714545
logistic,98.65044323412788,98.64296244049272,98.6578255110978,97.30843744477174,0.5871046658819592,93.20325203252033,96.1764648174014,69.06963392941505,65.86128092322019,4.264377770217627,95.07246376811594,97.21223670317606,78.73391174651678,76.69667619925558,6.025798548949612
random,100.0,100.0,100.0,100.0,0.0,93.93052475979306,96.72127049278036,59.01854441854442,60.305545409823765,12.458662021296467,94.58937198067632,97.07133572884472,64.50268817204302,66.23595310448573,4.008559557663204
knn,91.17713413244611,90.31693808609184,91.8962481782354,83.67280005438211,1.3510182265245152,78.27642276422765,86.4230381241492,45.35674342125954,43.72776444681778,4.485549494705532,79.80676328502416,87.39697278627743,49.05673836524252,48.72643777236983,3.914965303952797
xgb,100.0,100.0,100.0,100.0,0.0,93.8122690317812,96.56775391820622,68.45291625936787,65.32731960879534,8.06593166594217,95.36231884057972,97.40916220122604,77.88695315524585,75.38608330967894,4.610473863509732
