Name,Train Accuracy,Train F1 Negative,Train F1 Positive,Train MCC Score,Train MCC Std,Validation Accuracy,Validation F1 Negative,Validation F1 Positive,Validation MCC Score,Validation MCC Std,Test Accuracy,Test F1 Negative,Test F1 Positive,Test MCC Score,Test MCC Std
knn,96.96615625143698,98.33165737997884,83.27556939836167,82.26084962528384,1.987513536980594,96.72283813747228,98.20588257560316,80.94792901244514,80.61578021711728,5.9787438212456605,96.03864734299518,97.8297054159123,77.32732732732732,76.40490504501405,3.3933629926067126
xgb,100.0,100.0,100.0,100.0,0.0,94.66075388026609,97.06732931514176,69.96261802713416,68.16896071566843,14.5611687705918,94.10628019323671,96.80940100668606,61.36669829222011,62.44552710552457,9.485021435007909
svcrbf,99.36290062997196,99.64474144475672,96.91705230348424,96.6026756661694,1.051877326502477,95.99630450849962,97.79304916362346,78.43613274008158,76.79579586195642,6.493903772883144,95.65217391304348,97.60197296294832,76.72228909071013,74.7491345593197,3.344834671284087
svclin,98.75601232353888,99.30348599303986,94.18616664526164,93.69334519792504,0.7956263515130806,92.83887657058388,95.98096226567851,66.86609776932357,63.31262194631071,6.004205176933354,94.10628019323671,96.71503095698436,71.33615221987314,68.10790563739796,2.324693947340652
logistic,97.17841541362029,98.410998679347,87.41913168877826,86.41568386434119,1.1319136766261937,92.59571322985956,95.80827264390204,68.23534060376166,64.88726918189197,6.267006190844183,93.33333333333331,96.23916539295904,70.66373728029603,67.445743205213,3.082044545267056
random,100.0,100.0,100.0,100.0,0.0,91.01921655580192,95.2456177233526,18.626959555752126,27.363168520287942,17.30293546691263,92.07729468599034,95.77871628890568,35.47008547008547,44.36835330827673,7.786153023073941
knn,97.02680829539707,98.3623674687221,83.87322083304866,82.70106813475815,2.07784992798984,95.75314116777533,97.66420663933302,76.61009587372213,74.92175868946333,8.829794741101015,96.32850241545894,97.98069868502736,79.800853485064,78.47779014900833,1.5225754475302784
xgb,100.0,100.0,100.0,100.0,0.0,93.93422025129344,96.68554195706878,64.17444879513845,62.487449571212366,12.622167009657248,94.78260869565216,97.14951848618624,69.18742271683448,68.09899664071605,4.337480440123943
svcrbf,99.57534372557134,99.7632559385161,97.9404756823482,97.73076738365032,0.9965013680016398,95.99334811529934,97.79617669526668,77.93521421107627,76.32949665770833,8.004980121550961,97.97101449275364,98.877429331957,89.458411507192,88.52936286018061,2.307075364603121
svclin,98.51345013105256,99.16630252999028,93.14475801431166,92.5946653249544,1.1857911291293333,91.99260901699924,95.47021104366404,65.05002814522939,61.33048904363149,2.429209178452748,95.07246376811594,97.22773668077409,77.81114968904053,75.39387188650771,7.9096147117308515
logistic,96.9053202740608,98.25576427676764,86.29090756263393,85.19665962348361,0.6168993086816513,91.9889135254989,95.4506100402731,66.24276908487437,62.90629582389416,4.65581044854544,94.20289855072464,96.70603803425296,75.72286684828306,73.55751851804965,5.081588311912938
random,100.0,100.0,100.0,100.0,0.0,91.74722838137473,95.61406334359124,29.809371914635072,39.78925791434148,8.950347967068556,91.78743961352656,95.63007283973018,31.89230769230769,41.64833684437742,3.798445881034775
knn,96.87487929369568,98.28702848951542,82.19696707472318,81.60239101776597,2.035258915820707,95.38802660753882,97.4793921900746,72.76149776149776,72.0854395556461,5.737342648425571,97.487922705314,98.61673006377336,86.33548528285371,85.58970383025739,3.112202100138295
xgb,100.0,100.0,100.0,100.0,0.0,94.05321507760532,96.73705722558066,66.34996149567897,63.91032261467353,16.23021519560324,96.61835748792272,98.14347340530384,81.00568990042674,80.27005077183814,2.1846744119441173
svcrbf,99.60564675587436,99.7803337701088,98.0738427306664,97.86557070454931,1.084035206179898,96.36141906873614,97.99327518194792,80.49499443826474,78.9226172429715,6.868558221862736,94.975845410628,97.21837283199172,74.05776636713736,71.44239673102575,3.85831030316911
svclin,99.1505035177266,99.52539485534425,95.95646052863472,95.5832242672254,0.8656798198424985,94.05395417590536,96.64907682450928,73.56736956736957,70.80212753439318,5.05371600311082,93.71980676328504,96.46929556311318,71.60818172474049,68.41265724802012,1.852636855480422
logistic,97.75504667310432,98.73865280124978,89.80144087067042,88.94332884536848,1.9179226574958128,93.6881005173688,96.42658951107563,72.8264779596049,70.21985607401534,6.579047699706819,92.56038647342996,95.77630588589491,68.81632653061226,65.6550454762062,2.841084317088417
random,100.0,100.0,100.0,100.0,0.0,91.87139689578714,95.67828493294144,31.393635604161915,40.98900324033001,11.77040054759414,91.88405797101449,95.67961934972244,33.07692307692308,42.529782236520006,5.878273799216885
knn,96.78410815284867,98.22733622499892,82.69225109956015,81.30570643372828,2.05063388110422,95.63266814486327,97.59412997444988,76.29377880184333,74.38396870140099,6.766749512498756,95.7487922705314,97.6674546887313,76.02339181286548,74.6852326100236,3.512340319406719
xgb,100.0,100.0,100.0,100.0,0.0,94.9061345158906,97.2214867037585,69.31596424010218,68.65982125111853,12.537034068011913,93.71980676328504,96.57149887202472,62.54609786498331,61.211851186962505,4.812895466844681
svcrbf,99.18089851473766,99.54250165630933,96.09189170402809,95.71903581840886,1.3988207169774742,96.11234294161125,97.85816250992792,78.8845831587767,77.04041770245253,13.64774349578252,94.78260869565216,97.12705230401144,71.59431496273601,69.31496426653732,1.9006958246426116
svclin,98.33135604911024,99.06271734240792,92.39873539717328,91.82023681495131,2.158211419959492,93.3229859571323,96.24798348722612,69.23037323037323,66.26406638659256,10.627238657241143,92.36714975845412,95.72899565982952,63.94032143419672,59.91708552442977,6.639408454571254
logistic,97.33029843196763,98.49664902573768,88.0810273195138,87.1337044624153,1.7742711302386354,92.9578713968958,96.0255162115352,68.75569817063085,65.77140384363237,12.088823562425528,92.56038647342994,95.83347630828632,65.2277996154252,61.2310909668362,4.772459361787185
random,100.0,100.0,100.0,100.0,0.0,91.86844050258684,95.67512266416118,31.96825396825397,41.63912734272618,7.410267142834413,91.30434782608695,95.38612825545556,24.32367149758454,35.139374094939825,9.551186905228146
knn,97.81519290017016,98.79810116959293,87.9992206326101,87.35080998827767,4.190099953887639,96.1130820399113,97.87106970719556,77.6178617040686,76.53279170429838,11.392128891152383,94.8792270531401,97.19391894086084,70.72410756621284,69.14579241622262,4.512298951299537
xgb,100.0,100.0,100.0,100.0,0.0,95.75092387287508,97.67563140755392,75.06297149684247,74.56716038494444,6.07144721033474,94.87922705314011,97.2204456936319,67.23453017570667,68.22913407051237,7.505240278510712
svcrbf,99.15041155101854,99.52536403015134,95.95337583900675,95.57035487261,1.2404845884067648,96.4781966001478,98.0582597824822,80.9812704807143,79.6157783273326,10.346315733965568,95.65217391304348,97.60310622181755,76.61275850749534,74.62648829120003,3.893491410353493
svclin,98.4224030900814,99.11506445329266,92.73665019699294,92.15408939645992,1.465536811989167,93.32372505543236,96.23325461970828,70.53221288515407,67.60935498042895,8.21419771197669,93.91304347826087,96.57599560108964,72.47722742373905,69.46630062198076,5.929062077187657
logistic,97.11757943624409,98.37408267236496,87.30864946120046,86.3989527290435,2.0184830342537685,93.81152993348115,96.50161731646838,72.80782616076735,70.40882814367646,5.11300521359948,93.42995169082126,96.24810998580884,73.53420389134675,71.47162590333271,3.792437753147911
random,99.96965098634294,99.983150800337,99.8473282442748,99.83119250843224,0.3774650262567188,92.47524020694752,95.98612052236165,39.53634085213032,47.632795956363175,8.465577780637533,91.20772946859904,95.33582530001964,23.47826086956521,34.75151942999854,2.993953005787424
knn,96.60187612084424,98.12794781668734,81.60000558120367,80.1589486716527,2.1458808130310816,96.11677753141169,97.8679336686334,78.21266427718041,77.07072411309248,7.722210353567322,97.0048309178744,98.35739283199196,83.02228544333806,82.56321632462019,2.5098965884407853
xgb,100.0,100.0,100.0,100.0,0.0,95.02217294900224,97.28963245759888,69.26610644257703,69.00146712593524,11.414820625472988,94.58937198067632,97.04146299555036,68.33161334709322,66.86481655101079,6.223089167131823
svcrbf,99.6966018301375,99.83102396563936,98.51627483497546,98.36208241552605,0.5742103059393209,96.11899482631188,97.86796902109312,78.36728640288152,76.96805443777951,7.734923354571109,96.61835748792272,98.1350241253862,81.87883429988693,80.46001757943142,1.8501311134465896
svclin,98.72566330988182,99.28631997769752,94.05615581102543,93.55720043359506,1.079765819167016,93.69031781226904,96.45399049871617,71.25201825201825,68.22371061378469,4.625156922451082,93.52657004830915,96.35456154051478,71.05011785650791,67.87740873792404,4.756390600566469
logistic,97.42102358946065,98.5495808940537,88.3730531038378,87.39476477033682,2.517661842846524,93.69179600886918,96.42656777354112,72.88496208000852,70.4182130116441,6.168136292358811,91.78743961352656,95.31160618602146,66.7915419939736,63.62567566708206,2.9698959244988483
random,100.0,100.0,100.0,100.0,0.0,91.26237989652626,95.36724565756823,23.111111111111107,34.18811844828603,6.995060519336917,91.20772946859904,95.33607614878368,23.356521739130432,34.54972921481833,5.246329509847939
knn,97.02676231204303,98.36513134946183,83.60041832092872,82.61535669223255,1.42190758681116,96.23946784922394,97.93657813057166,78.76765188834155,77.80538993214435,5.449467649151022,96.71497584541063,98.1818128294457,82.99562226391495,81.32218440300743,2.324619669388254
xgb,100.0,100.0,100.0,100.0,0.0,95.51071692535108,97.55021741267856,73.06600985221675,72.68548235876997,7.384711368444668,95.16908212560386,97.35192590835348,72.44075211877069,71.0174303821914,4.786361183881083
svcrbf,99.45385570423508,99.6955169997898,97.352701214124,97.0846752107018,0.7139087921974306,96.35846267553585,97.99575719613657,79.93958869376,78.64040224582577,13.739425738745169,96.03864734299518,97.82012980416502,78.31491410438778,76.7680722008967,2.3871584390378207
svclin,99.08971352370445,99.4912374191442,95.68124878978804,95.29018109704812,1.195831391023988,93.08425720620843,96.11419175643584,68.51135911197832,65.13038123281896,13.028383338246408,94.29951690821257,96.84579485661884,70.30945104384517,67.4689386616477,5.334797142654059
logistic,97.90660780797351,98.82387648279791,90.48713191570332,89.72742786386833,1.1694688372783006,92.96230598669624,96.01652043034456,69.56981156981156,66.70782163375611,8.087569200960045,94.0096618357488,96.65579972405614,71.20242076763816,68.0242971085237,5.771601137207711
random,100.0,100.0,100.0,100.0,0.0,91.38654841093864,95.43464259890888,23.22488038277512,28.18948883515321,26.81491794076037,90.82125603864736,95.14091389063988,17.252964426877465,29.002642879342016,5.455442795206435
knn,97.26946245459143,98.4971242343467,85.07981975003199,84.13067986319902,2.371420080647716,96.11825572801182,97.87157626432648,77.4920634920635,76.79467893292826,11.433078520247856,95.36231884057972,97.47582033255388,71.37147977470559,71.64643846337397,6.159275642771194
xgb,100.0,100.0,100.0,100.0,0.0,95.14634146341464,97.36825693115291,68.55644159487076,69.51968374045691,12.725552990216132,93.91304347826087,96.6828919548244,62.99964727905903,61.96097829747545,4.1657208942973325
svcrbf,99.27199153906288,99.59324802052072,96.53507518541198,96.21113815964522,1.6070826321104283,95.87730968218771,97.72252285487812,78.18845657385211,76.2914614294267,11.185394697844082,97.0048309178744,98.33143540234964,85.37263077251734,83.74447542326172,2.9437672406039184
svclin,98.4526601370304,99.13197064762292,92.88154728206824,92.3197832453712,1.3325000437358725,92.84109386548413,95.96259562285198,68.30561698363556,64.94971096768087,8.575907808286294,94.4927536231884,96.87123601036228,77.00600554460736,75.06417284295213,2.867784176645062
logistic,96.6324090679174,98.0990846070603,85.25051524267006,84.10293722011325,1.8553291641367256,92.11382113821136,95.51198226733426,67.42346026953604,64.32961617321263,9.183518890957496,92.85024154589372,95.91691970005124,71.21169586715806,68.75161272759856,3.552041892912868
random,100.0,100.0,100.0,100.0,0.0,91.26311899482631,95.36878337314432,22.355889724310774,30.67813915147237,18.14680660757395,92.27053140096618,95.87756241967875,37.981196581196585,46.35720948164425,7.731458661469412
knn,96.54136202694626,98.09612477830112,81.13255593582173,79.74218763481639,3.217856172910142,95.51367331855138,97.52942213736917,75.51190476190477,73.55424866931884,16.15911566925148,97.68115942028984,98.7219668823614,87.48620448235339,86.7916586029362,1.2557229558227576
xgb,100.0,100.0,100.0,100.0,0.0,95.87657058388766,97.75090057091694,75.17540594781974,75.06196961670487,9.390121853900176,97.0048309178744,98.3409403433997,84.59760564638614,83.09597986299768,3.4066968736980203
